-181.671, 65.354, 2.896,  7.606
-181.664, 65.258, 2.906,  7.639
-181.658, 65.161, 2.916,  7.672
-181.651, 65.064, 2.925,  7.705
-181.645, 64.966, 2.935,  7.738
-181.638, 64.868, 2.945,  7.771
-181.632, 64.770, 2.955,  7.804
-181.626, 64.671, 2.965,  7.837
-181.620, 64.573, 2.975,  7.870
-181.614, 64.473, 2.985,  7.903
-181.608, 64.374, 2.995,  7.936
-181.602, 64.274, 3.005,  7.969
-181.596, 64.174, 3.015,  8.002
-181.591, 64.073, 3.025,  8.035
-181.585, 63.972, 3.035,  8.068
-181.580, 63.871, 3.045,  8.101
-181.574, 63.769, 3.055,  8.134
-181.569, 63.667, 3.065,  8.167
-181.563, 63.565, 3.076,  8.200
-181.558, 63.462, 3.086,  8.233
-181.553, 63.359, 3.096,  8.266
-181.548, 63.256, 3.107,  8.299
-181.543, 63.152, 3.117,  8.332
-181.538, 63.048, 3.128,  8.365
-181.533, 62.944, 3.138,  8.398
-181.529, 62.839, 3.148,  8.431
-181.524, 62.734, 3.159,  8.464
-181.519, 62.628, 3.170,  8.497
-181.515, 62.522, 3.180,  8.530
-181.510, 62.416, 3.191,  8.563
-181.506, 62.310, 3.201,  8.596
-181.502, 62.203, 3.212,  8.629
-181.498, 62.095, 3.223,  8.662
-181.494, 61.988, 3.234,  8.695
-181.490, 61.880, 3.245,  8.728
-181.486, 61.771, 3.255,  8.761
-181.482, 61.663, 3.266,  8.794
-181.478, 61.554, 3.277,  8.827
-181.474, 61.444, 3.288,  8.860
-181.470, 61.334, 3.299,  8.893
-181.467, 61.224, 3.310,  8.926
-181.463, 61.114, 3.321,  8.959
-181.460, 61.003, 3.332,  8.992
-181.456, 60.891, 3.344,  9.025
-181.453, 60.780, 3.355,  9.058
-181.450, 60.668, 3.366,  9.091
-181.447, 60.555, 3.377,  9.124
-181.443, 60.442, 3.389,  9.157
-181.440, 60.329, 3.400,  9.190
-181.437, 60.215, 3.411,  9.223
-181.434, 60.102, 3.423,  9.256
-181.432, 59.987, 3.434,  9.289
-181.429, 59.872, 3.446,  9.322
-181.426, 59.757, 3.457,  9.355
-181.424, 59.642, 3.469,  9.388
-181.421, 59.526, 3.480,  9.421
-181.418, 59.410, 3.492,  9.454
-181.416, 59.293, 3.504,  9.487
-181.414, 59.176, 3.515,  9.520
-181.411, 59.058, 3.527,  9.553
-181.409, 58.941, 3.539,  9.586
-181.407, 58.822, 3.551,  9.619
-181.405, 58.704, 3.563,  9.652
-181.402, 58.585, 3.574,  9.685
-181.400, 58.465, 3.586,  9.718
-181.398, 58.345, 3.599,  9.751
-181.397, 58.225, 3.611,  9.784
-181.395, 58.104, 3.623,  9.817
-181.393, 57.983, 3.635,  9.850
-181.391, 57.862, 3.647,  9.883
-181.389, 57.740, 3.659,  9.916
-181.388, 57.618, 3.671,  9.949
-181.386, 57.495, 3.684,  9.982
-181.385, 57.372, 3.696, 10.015
-181.383, 57.249, 3.708, 10.048
-181.382, 57.125, 3.721, 10.081
-181.380, 57.000, 3.733, 10.114
-181.379, 56.876, 3.746, 10.147
-181.378, 56.750, 3.758, 10.180
-181.376, 56.625, 3.771, 10.213
-181.375, 56.499, 3.783, 10.246
-181.374, 56.372, 3.796, 10.279
-181.373, 56.245, 3.809, 10.312
-181.372, 56.118, 3.821, 10.345
-181.371, 55.991, 3.834, 10.378
-181.370, 55.862, 3.847, 10.411
-181.369, 55.734, 3.860, 10.444
-181.368, 55.605, 3.873, 10.477
-181.367, 55.475, 3.886, 10.510
-181.367, 55.346, 3.899, 10.543
-181.366, 55.215, 3.912, 10.576
-181.365, 55.085, 3.925, 10.609
-181.365, 54.953, 3.938, 10.642
-181.364, 54.822, 3.950, 10.675
-181.363, 54.690, 3.963, 10.708
-181.363, 54.557, 3.976, 10.741
-181.362, 54.425, 3.989, 10.774
